ModuleField,HelpField,HelpID,PageHelpID,FieldType
Factors+Table Code,Factors+Factors+TableNo,3884,2091,Edit
Factors+Table Description,Factors+Factors+TableDesc,3885,2091,Edit
Factors+Decimal Places,Factors+Factors+DecP,3886,2091,Combo
Factors+Date,Factors+Factors+RATES,3887,2091,F1SSCol
Factors+Factor,Factors+Factors+RATES,3887,2091,F1SSCol
Factors+Grid Help,ADDING_DELETING_COLUMNS.HTM,3058,2091,F1SSHelp
Factors+Grid Help,GRID_EDITING_OPTIONS.HTM,3059,2091,F1SSHelp
Factors+Cancel,Factors+Factors+Quit,3891,2091,Button
Factors+Edit,Factors+Rate_Tables+Edit,3890,2091,Button
Factors+Add,Factors+Rate_Tables+Add,3889,2091,Button
Factors+Delete,Factors+Rate_Tables+Delete,3888,2091,Button
Factors+Save,Factors+Button+SaveOne,3882,2091,Button
Factors+Quit,Factors+Button+Quit,3881,2091,Button
FactAudit,FactAudit,0,2092,Dialog
FactAudit+FactChanges,FactAudit+RTAudit+RTChanges,3893,2092,Listview
FactAudit+Factors Code,FactAudit+RTAudit+TableNo,3894,2092,Combo
FactAudit+Display only changes since,FactAudit+RTAudit+BDATE,3895,2092,Date
FactAudit+Print,FactAudit+RTAudit+Print,3897,2092,Button
FactAudit+Display,FactAudit+RTAudit+Display,3896,2092,Button
FactAudit+Cancel,FactAudit+Button+Cancel,3892,2092,Button
Display_FAudit,Display_FAudit,0,2093,Dialog
Display_FAudit+Change,Display_FAudit+Display_Audit+DispAudit,3899,2093,Edit
Display_FAudit+Old Description,Display_FAudit+Display_Audit+DispAudit,3899,2093,Edit
Display_FAudit+Date,Display_FAudit+Display_Audit+DispAudit,3899,2093,F1SS
Display_FAudit+Factor,Display_FAudit+Display_Audit+DispAudit,3899,2093,F1SS
Display_FAudit+Grid Help,ADDING_DELETING_COLUMNS.HTM,3058,2093,F1SSHelp
Display_FAudit+Grid Help,GRID_EDITING_OPTIONS.HTM,3059,2093,F1SSHelp
Display_FAudit+New Description,Display_FAudit+Display_Audit+DispAudit,3899,2093,Edit
Display_FAudit+Date,Display_FAudit+Display_Audit+DispAudit,3899,2093,F1SS
Display_FAudit+Factor,Display_FAudit+Display_Audit+DispAudit,3899,2093,F1SS
Display_FAudit+Grid Help,ADDING_DELETING_COLUMNS.HTM,3058,2093,F1SSHelp
Display_FAudit+Grid Help,GRID_EDITING_OPTIONS.HTM,3059,2093,F1SSHelp
Display_FAudit+Print,Display_FAudit+Display_Audit+Print,3900,2093,Button
Display_FAudit+Quit,Display_FAudit+Button+Quit,3898,2093,Button
PPF_Yields,PPF_Yields,0,2094,Dialog
PPF_Yields+Applicable Date,PPF_Yields+PPF_Yields+YIELDDATE,3903,2094,F1SS
PPF_Yields+Secondary Key (Optional),PPF_Yields+PPF_Yields+YIELDKey,3904,2094,F1SS
PPF_Yields+Index- Linked 5yrs 5%,PPF_Yields+PPF_Yields+PPF55,3905,2094,F1SS
PPF_Yields+Index- Linked 5yrs 0%,PPF_Yields+PPF_Yields+PPF50,3906,2094,F1SS
PPF_Yields+Index- Linked 5-15yrs 5%,PPF_Yields+PPF_Yields+PPF5_155,3907,2094,F1SS
PPF_Yields+Index- Linked 5-15yrs 0%,PPF_Yields+PPF_Yields+PPF5_150,3908,2094,F1SS
PPF_Yields+Index- Linked 15yrs 5%,PPF_Yields+PPF_Yields+PPF155,3909,2094,F1SS
PPF_Yields+Index- Linked 15yrs 0%,PPF_Yields+PPF_Yields+PPF150,3910,2094,F1SS
PPF_Yields+Fixed 10yrs,PPF_Yields+PPF_Yields+PPF10,3911,2094,F1SS
PPF_Yields+Fixed 15yrs,PPF_Yields+PPF_Yields+PPF15,3912,2094,F1SS
PPF_Yields+Fixed 20yrs,PPF_Yields+PPF_Yields+PPF20,3913,2094,F1SS
PPF_Yields+Pre Retirement Adjustment,PPF_Yields+PPF_Yields+adjPPFi,3914,2094,F1SS
PPF_Yields+Post 2009 Pre Retirement Adjustment,PPF_Yields+PPF_Yields+adjPPFi20,3915,2094,F1SS
PPF_Yields+Pensioner Post Retirement (With Increases) Adjustment,PPF_Yields+PPF_Yields+adjPPFPENpiI,3916,2094,F1SS
PPF_Yields+Pensioner Post Retirement (No Increases) Adjustment,PPF_Yields+PPF_Yields+adjPPFPENpiF,3917,2094,F1SS
PPF_Yields+Non-Pensioner Post Retirement (With Increases) Adjustment,PPF_Yields+PPF_Yields+adjPPFpiI,3918,2094,F1SS
PPF_Yields+Non-Pensioner Post Retirement (No Increases) Adjustment,PPF_Yields+PPF_Yields+adjPPFpiF,3919,2094,F1SS
PPF_Yields+Pre Retirement,PPF_Yields+PPF_Yields+PPFi,3920,2094,F1SS
PPF_Yields+Post 2009 Pre Retirement,PPF_Yields+PPF_Yields+PPFi20,3921,2094,F1SS
PPF_Yields+Pensioner Post Retirement (With Increases),PPF_Yields+PPF_Yields+PPFPENpiI,3922,2094,F1SS
PPF_Yields+Pensioner Post Retirement (No Increases),PPF_Yields+PPF_Yields+PPFPENpiF,3923,2094,F1SS
PPF_Yields+Non-Pensioner Post Retirement (With Increases),PPF_Yields+PPF_Yields+PPFpiI,3924,2094,F1SS
PPF_Yields+Non-Pensioner Post Retirement (No Increases),PPF_Yields+PPF_Yields+PPFpiF,3925,2094,F1SS
PPF_Yields+Grid Help,ADDING_DELETING_COLUMNS.HTM,3058,2094,F1SSHelp
PPF_Yields+Grid Help,GRID_EDITING_OPTIONS.HTM,3059,2094,F1SSHelp
PPF_Yields+Delete Row,PPF_Yields+Button+PPFDelete,3928,2094,Button
PPF_Yields+Edit Row,PPF_Yields+Button+PPFEdit,3927,2094,Button
PPF_Yields+Add Row(s),PPF_Yields+Button+PPFAdd,3926,2094,Button
PPF_Yields+Save,PPF_Yields+Button+SaveOne,3902,2094,Button
PPF_Yields+Quit,PPF_Yields+Button+Quit,3901,2094,Button
PPF_Yields_Edit,PPF_Yields_Edit,0,2095,Dialog
PPF_Yields_Edit+Applicable Date,PPF_Yields_Edit+PPF_Yields+YIELDDATE,3931,2095,F1SSCol
PPF_Yields_Edit+Secondary Key (Optional),PPF_Yields_Edit+PPF_Yields+YIELDKey,3932,2095,F1SSCol
PPF_Yields_Edit+Index- Linked 5yrs 5%,PPF_Yields_Edit+PPF_Yields+PPF55,3933,2095,F1SSCol
PPF_Yields_Edit+Index- Linked 5yrs 0%,PPF_Yields_Edit+PPF_Yields+PPF50,3934,2095,F1SSCol
PPF_Yields_Edit+Index- Linked 5-15yrs 5%,PPF_Yields_Edit+PPF_Yields+PPF5_155,3935,2095,F1SSCol
PPF_Yields_Edit+Index- Linked 5-15yrs 0%,PPF_Yields_Edit+PPF_Yields+PPF5_150,3936,2095,F1SSCol
PPF_Yields_Edit+Index- Linked 15yrs 5%,PPF_Yields_Edit+PPF_Yields+PPF155,3937,2095,F1SSCol
PPF_Yields_Edit+Index- Linked 15yrs 0%,PPF_Yields_Edit+PPF_Yields+PPF150,3938,2095,F1SSCol
PPF_Yields_Edit+Fixed 10yrs,PPF_Yields_Edit+PPF_Yields+PPF10,3939,2095,F1SSCol
PPF_Yields_Edit+Fixed 15yrs,PPF_Yields_Edit+PPF_Yields+PPF15,3940,2095,F1SSCol
PPF_Yields_Edit+Fixed 20yrs,PPF_Yields_Edit+PPF_Yields+PPF20,3941,2095,F1SSCol
PPF_Yields_Edit+Pre Retirement Adjustment,PPF_Yields_Edit+PPF_Yields+adjPPFi,3942,2095,F1SSCol
PPF_Yields_Edit+Post 2009 Pre Retirement Adjustment,PPF_Yields_Edit+PPF_Yields+adjPPFi20,3943,2095,F1SSCol
PPF_Yields_Edit+Pensioner Post Retirement (With Increases) Adjustment,PPF_Yields_Edit+PPF_Yields+adjPPFPENpiI,3944,2095,F1SSCol
PPF_Yields_Edit+Pensioner Post Retirement (No Increases) Adjustment,PPF_Yields_Edit+PPF_Yields+adjPPFPENpiF,3945,2095,F1SSCol
PPF_Yields_Edit+Non-Pensioner Post Retirement (With Increases) Adjustment,PPF_Yields_Edit+PPF_Yields+adjPPFpiI,3946,2095,F1SSCol
PPF_Yields_Edit+Non-Pensioner Post Retirement (No Increases) Adjustment,PPF_Yields_Edit+PPF_Yields+adjPPFpiF,3947,2095,F1SSCol
PPF_Yields_Edit+Grid Help,ADDING_DELETING_COLUMNS.HTM,3058,2095,F1SSHelp
PPF_Yields_Edit+Grid Help,GRID_EDITING_OPTIONS.HTM,3059,2095,F1SSHelp
PPF_Yields_Edit+OK,PPF_Yields_Edit+Button+OK,3930,2095,Button
PPF_Yields_Edit+Cancel,PPF_Yields_Edit+Button+Cancel,3929,2095,Button
PPF_Caps,PPF_Caps,0,2096,Dialog
PPF_Caps+Applicable Date,PPF_Caps+PPF_Caps+PPFCAPDATE,3950,2096,F1SS
PPF_Caps+Cap,PPF_Caps+PPF_Caps+PPFCAP,3951,2096,F1SS
PPF_Caps+Age Factor,PPF_Caps+PPF_Caps+PPFCAPADJ,3952,2096,F1SS
PPF_Caps+s143 Cap Increase %,PPF_Caps+PPF_Caps+s143capinc,3953,2096,F1SS
PPF_Caps+Pre 1997 Cash Factor,PPF_Caps+PPF_Caps+PPFCASHFAC2,3954,2096,F1SS
PPF_Caps+Post 1997 Cash Factor,PPF_Caps+PPF_Caps+PPFCASHFAC,3955,2096,F1SS
PPF_Caps+Grid Help,ADDING_DELETING_COLUMNS.HTM,3058,2096,F1SSHelp
PPF_Caps+Grid Help,GRID_EDITING_OPTIONS.HTM,3059,2096,F1SSHelp
PPF_Caps+Delete Row,PPF_Caps+Button+PPFDelete,3958,2096,Button
PPF_Caps+Edit Row,PPF_Caps+Button+PPFEdit,3957,2096,Button
PPF_Caps+Add Row,PPF_Caps+Button+PPFAdd,3956,2096,Button
PPF_Caps+Save,PPF_Caps+Button+SaveOne,3949,2096,Button
PPF_Caps+Quit,PPF_Caps+Button+Quit,3948,2096,Button
PPF_Caps_Edit,PPF_Caps_Edit,0,2097,Dialog
PPF_Caps_Edit+Applicable Date,PPF_Caps_Edit+PPF_Caps+PPFCAPDATE,3961,2097,Date
PPF_Caps_Edit+Cap,PPF_Caps_Edit+PPF_Caps+PPFCAP,3962,2097,Edit
PPF_Caps_Edit+Age Factor,PPF_Caps_Edit+PPF_Caps+PPFCAPADJ,3963,2097,Decr
PPF_Caps_Edit+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2097,DecrHelp
PPF_Caps_Edit+s143 Cap Increase,PPF_Caps_Edit+PPF_Caps+s143capinc,3964,2097,Edit
PPF_Caps_Edit+Pre 1997 Cash Factor,PPF_Caps_Edit+PPF_Caps+PPFCASHFAC2,3965,2097,Decr
PPF_Caps_Edit+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2097,DecrHelp
PPF_Caps_Edit+Post 1997 Cash Factor,PPF_Caps_Edit+PPF_Caps+PPFCASHFAC,3966,2097,Decr
PPF_Caps_Edit+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2097,DecrHelp
PPF_Caps_Edit+OK,PPF_Caps_Edit+Button+OK,3960,2097,Button
PPF_Caps_Edit+Cancel,PPF_Caps_Edit+Button+Cancel,3959,2097,Button
PPF_Overrides+Mortality,PPF_Overrides+Mortality,0,2098,Page
PPF_Overrides+Mortality+Male First Life Mortality Rates,PPF_Overrides_Mortality+Mortality_Rate+mtTABXX,3970,2098,Decr
PPF_Overrides+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2098,DecrHelp
PPF_Overrides+Mortality+Age Rating,PPF_Overrides_Mortality+RateTables+AgeRating,3971,2098,Edit
PPF_Overrides+Mortality+% Rating,PPF_Overrides_Mortality+RateTables+pcRating,3972,2098,Edit
PPF_Overrides+Mortality+Base Year of Male First Life Mortality Table,PPF_Overrides_Mortality+Mortality_Rate+mtORIG,3973,2098,Edit
PPF_Overrides+Mortality+Male First Life Two-Dimensional  Improvement Table (CSV File),PPF_Overrides_Mortality+MortImp+CSVFile,3974,2098,Combo
PPF_Overrides+Mortality+Base Year of Male First Life Mortality Improvement Table,PPF_Overrides_Mortality+MortImp+Base,3975,2098,Edit
PPF_Overrides+Mortality+Male First Life Two-Dimensional  Improvement Table (Rate Table),PPF_Overrides_Mortality+PPF_Overrides+m_PPFIMPTBL2,3976,2098,Decr
PPF_Overrides+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2098,DecrHelp
PPF_Overrides+Mortality+% Rating,PPF_Overrides_Mortality+RateTables+pcRating,3972,2098,Edit
PPF_Overrides+Mortality+Female First Life Mortality Rates,PPF_Overrides_Mortality+Mortality_Rate+mtTABXX,3970,2098,Decr
PPF_Overrides+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2098,DecrHelp
PPF_Overrides+Mortality+Age Rating,PPF_Overrides_Mortality+RateTables+AgeRating,3971,2098,Edit
PPF_Overrides+Mortality+% Rating,PPF_Overrides_Mortality+RateTables+pcRating,3972,2098,Edit
PPF_Overrides+Mortality+Base Year of Female First Life Mortality Table,PPF_Overrides_Mortality+Mortality_Rate+mtORIG,3973,2098,Edit
PPF_Overrides+Mortality+Female First Life Two-Dimensional  Improvement Table (CSV File),PPF_Overrides_Mortality+MortImp+CSVFile,3974,2098,Combo
PPF_Overrides+Mortality+Base Year of Female First Life Mortality Improvement Table,PPF_Overrides_Mortality+MortImp+Base,3975,2098,Edit
PPF_Overrides+Mortality+Female First Life Two-Dimensional  Improvement Table (Rate Table),PPF_Overrides_Mortality+PPF_Overrides+f_PPFIMPTBL2,3977,2098,Decr
PPF_Overrides+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2098,DecrHelp
PPF_Overrides+Mortality+% Rating,PPF_Overrides_Mortality+RateTables+pcRating,3972,2098,Edit
PPF_Overrides+Mortality+Same as Post-Retirement First Life Mortality,PPF_Overrides_Mortality+PPF_Overrides+PPFDPRESame,3978,2098,Check
PPF_Overrides+Mortality+Male First Life Mortality Rates,PPF_Overrides_Mortality+Mortality_Rate+mtTABXX,3970,2098,Decr
PPF_Overrides+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2098,DecrHelp
PPF_Overrides+Mortality+Age Rating,PPF_Overrides_Mortality+RateTables+AgeRating,3971,2098,Edit
PPF_Overrides+Mortality+% Rating,PPF_Overrides_Mortality+RateTables+pcRating,3972,2098,Edit
PPF_Overrides+Mortality+Base Year of Male First Life Mortality Table,PPF_Overrides_Mortality+Mortality_Rate+mtORIG,3973,2098,Edit
PPF_Overrides+Mortality+Male First Life Two-Dimensional  Improvement Table (CSV File),PPF_Overrides_Mortality+MortImp+CSVFile,3974,2098,Combo
PPF_Overrides+Mortality+Base Year of Male First Life Mortality Improvement Table,PPF_Overrides_Mortality+MortImp+Base,3975,2098,Edit
PPF_Overrides+Mortality+Male First Life Two-Dimensional  Improvement Table (Rate Table),PPF_Overrides_Mortality+PPF_Overrides+m_PPFIMPTBL,3979,2098,Decr
PPF_Overrides+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2098,DecrHelp
PPF_Overrides+Mortality+% Rating,PPF_Overrides_Mortality+RateTables+pcRating,3972,2098,Edit
PPF_Overrides+Mortality+Female First Life Mortality Rates,PPF_Overrides_Mortality+Mortality_Rate+mtTABXX,3970,2098,Decr
PPF_Overrides+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2098,DecrHelp
PPF_Overrides+Mortality+Age Rating,PPF_Overrides_Mortality+RateTables+AgeRating,3971,2098,Edit
PPF_Overrides+Mortality+% Rating,PPF_Overrides_Mortality+RateTables+pcRating,3972,2098,Edit
PPF_Overrides+Mortality+Base Year of Female First Life Mortality Table,PPF_Overrides_Mortality+Mortality_Rate+mtORIG,3973,2098,Edit
PPF_Overrides+Mortality+Female First Life Two-Dimensional  Improvement Table (CSV File),PPF_Overrides_Mortality+MortImp+CSVFile,3974,2098,Combo
PPF_Overrides+Mortality+Base Year of Female First Life Mortality Improvement Table,PPF_Overrides_Mortality+MortImp+Base,3975,2098,Edit
PPF_Overrides+Mortality+Female First Life Two-Dimensional  Improvement Table (Rate Table),PPF_Overrides_Mortality+PPF_Overrides+f_PPFIMPTBL,3980,2098,Decr
PPF_Overrides+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2098,DecrHelp
PPF_Overrides+Mortality+% Rating,PPF_Overrides_Mortality+RateTables+pcRating,3972,2098,Edit
PPF_Overrides+Mortality+Female Contingent Life Mortality Rates,PPF_Overrides_Mortality+Mortality_Rate+mtTABXX,3970,2098,Decr
PPF_Overrides+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2098,DecrHelp
PPF_Overrides+Mortality+Age Rating,PPF_Overrides_Mortality+RateTables+AgeRating,3971,2098,Edit
PPF_Overrides+Mortality+% Rating,PPF_Overrides_Mortality+RateTables+pcRating,3972,2098,Edit
PPF_Overrides+Mortality+Base Year of Female Contingent Life Mortality Table,PPF_Overrides_Mortality+Mortality_Rate+mtORIG,3973,2098,Edit
PPF_Overrides+Mortality+Female Contingent Life Two-Dimensional Improvement Table (CSV File),PPF_Overrides_Mortality+MortImp+CSVFile,3974,2098,Combo
PPF_Overrides+Mortality+Base Year of Female Contingent Life Mortality Improvement Table,PPF_Overrides_Mortality+MortImp+Base,3975,2098,Edit
PPF_Overrides+Mortality+Female Contingent Life Two-Dimensional  Improvement Table (Rate Table),PPF_Overrides_Mortality+PPF_Overrides+m_PPFSIMPTBL,3981,2098,Decr
PPF_Overrides+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2098,DecrHelp
PPF_Overrides+Mortality+% Rating,PPF_Overrides_Mortality+RateTables+pcRating,3972,2098,Edit
PPF_Overrides+Mortality+Male Contingent Life Mortality Rates,PPF_Overrides_Mortality+Mortality_Rate+mtTABXX,3970,2098,Decr
PPF_Overrides+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2098,DecrHelp
PPF_Overrides+Mortality+Age Rating,PPF_Overrides_Mortality+RateTables+AgeRating,3971,2098,Edit
PPF_Overrides+Mortality+% Rating,PPF_Overrides_Mortality+RateTables+pcRating,3972,2098,Edit
PPF_Overrides+Mortality+Base Year of Male Contingent Life Mortality Table,PPF_Overrides_Mortality+Mortality_Rate+mtORIG,3973,2098,Edit
PPF_Overrides+Mortality+Male Contingent Life Two-Dimensional Improvement Table (CSV File),PPF_Overrides_Mortality+MortImp+CSVFile,3974,2098,Combo
PPF_Overrides+Mortality+Base Year of Male Contingent Life Mortality Improvement Table,PPF_Overrides_Mortality+MortImp+Base,3975,2098,Edit
PPF_Overrides+Mortality+Male Contingent Life Two-Dimensional  Improvement Table (Rate Table),PPF_Overrides_Mortality+PPF_Overrides+f_PPFSIMPTBL,3982,2098,Decr
PPF_Overrides+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2098,DecrHelp
PPF_Overrides+Mortality+% Rating,PPF_Overrides_Mortality+RateTables+pcRating,3972,2098,Edit
PPF_Overrides_Mortality+SaveAs,PPF_Overrides+Button+SaveAs,3969,2098,Button
PPF_Overrides_Mortality+Save,PPF_Overrides+Button+SaveOne,3968,2098,Button
PPF_Overrides_Mortality+Quit,PPF_Overrides+Button+Quit,3967,2098,Button
PPF_Overrides+s143Parameters,PPF_Overrides+s143Parameters,0,2099,Page
PPF_Overrides+s143Parameters+Specify post 1 May 2014 s143 Mortality assumptions,PPF_Overrides_s143Parameters+PPF_Overrides+post010514,3983,2099,Check
PPF_Overrides+s143Parameters+s143 Heavy Male Mortality Rates,PPF_Overrides_s143Parameters+Mortality_Rate+mtTABXX,3984,2099,Decr
PPF_Overrides+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2099,DecrHelp
PPF_Overrides+s143Parameters+Age Rating,PPF_Overrides_s143Parameters+RateTables+AgeRating,3985,2099,Edit
PPF_Overrides+s143Parameters+% Rating,PPF_Overrides_s143Parameters+RateTables+pcRating,3986,2099,Edit
PPF_Overrides+s143Parameters+s143 Light Male Mortality Rates,PPF_Overrides_s143Parameters+Mortality_Rate+mtTABXX,3984,2099,Decr
PPF_Overrides+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2099,DecrHelp
PPF_Overrides+s143Parameters+Age Rating,PPF_Overrides_s143Parameters+RateTables+AgeRating,3985,2099,Edit
PPF_Overrides+s143Parameters+% Rating,PPF_Overrides_s143Parameters+RateTables+pcRating,3986,2099,Edit
PPF_Overrides+s143Parameters+s143 Heavy Female Mortality Rates,PPF_Overrides_s143Parameters+Mortality_Rate+mtTABXX,3984,2099,Decr
PPF_Overrides+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2099,DecrHelp
PPF_Overrides+s143Parameters+Age Rating,PPF_Overrides_s143Parameters+RateTables+AgeRating,3985,2099,Edit
PPF_Overrides+s143Parameters+% Rating,PPF_Overrides_s143Parameters+RateTables+pcRating,3986,2099,Edit
PPF_Overrides+s143Parameters+s143 Light Female Mortality Rates,PPF_Overrides_s143Parameters+Mortality_Rate+mtTABXX,3984,2099,Decr
PPF_Overrides+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2099,DecrHelp
PPF_Overrides+s143Parameters+Age Rating,PPF_Overrides_s143Parameters+RateTables+AgeRating,3985,2099,Edit
PPF_Overrides+s143Parameters+% Rating,PPF_Overrides_s143Parameters+RateTables+pcRating,3986,2099,Edit
PPF_Overrides+s143Parameters+s143 Heavy Male Mortality Rates,PPF_Overrides_s143Parameters+Mortality_Rate+mtTABXX,3984,2099,Decr
PPF_Overrides+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2099,DecrHelp
PPF_Overrides+s143Parameters+Age Rating,PPF_Overrides_s143Parameters+RateTables+AgeRating,3985,2099,Edit
PPF_Overrides+s143Parameters+% Rating,PPF_Overrides_s143Parameters+RateTables+pcRating,3986,2099,Edit
PPF_Overrides+s143Parameters+s143 Light Male Mortality Rates,PPF_Overrides_s143Parameters+Mortality_Rate+mtTABXX,3984,2099,Decr
PPF_Overrides+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2099,DecrHelp
PPF_Overrides+s143Parameters+Age Rating,PPF_Overrides_s143Parameters+RateTables+AgeRating,3985,2099,Edit
PPF_Overrides+s143Parameters+% Rating,PPF_Overrides_s143Parameters+RateTables+pcRating,3986,2099,Edit
PPF_Overrides+s143Parameters+s143 Heavy Female Mortality Rates,PPF_Overrides_s143Parameters+Mortality_Rate+mtTABXX,3984,2099,Decr
PPF_Overrides+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2099,DecrHelp
PPF_Overrides+s143Parameters+Age Rating,PPF_Overrides_s143Parameters+RateTables+AgeRating,3985,2099,Edit
PPF_Overrides+s143Parameters+% Rating,PPF_Overrides_s143Parameters+RateTables+pcRating,3986,2099,Edit
PPF_Overrides+s143Parameters+s143 Light Female Mortality Rates,PPF_Overrides_s143Parameters+Mortality_Rate+mtTABXX,3984,2099,Decr
PPF_Overrides+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2099,DecrHelp
PPF_Overrides+s143Parameters+Age Rating,PPF_Overrides_s143Parameters+RateTables+AgeRating,3985,2099,Edit
PPF_Overrides+s143Parameters+% Rating,PPF_Overrides_s143Parameters+RateTables+pcRating,3986,2099,Edit
PPF_Overrides_s143Parameters+SaveAs,PPF_Overrides+Button+SaveAs,3969,2099,Button
PPF_Overrides_s143Parameters+Save,PPF_Overrides+Button+SaveOne,3968,2099,Button
PPF_Overrides_s143Parameters+Quit,PPF_Overrides+Button+Quit,3967,2099,Button
PPF_Overrides+Demographic,PPF_Overrides+Demographic,0,2100,Page
PPF_Overrides+Demographic+Male Partner Proportion Married Table,PPF_Overrides_Demographic+Bases+HXX,3987,2100,Decr
PPF_Overrides+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2100,DecrHelp
PPF_Overrides+Demographic+Male Partner Proportion Married,PPF_Overrides_Demographic+Bases+PropMarr,3988,2100,Edit
PPF_Overrides+Demographic+Female Partner Proportion Married Table,PPF_Overrides_Demographic+Bases+HXX,3987,2100,Decr
PPF_Overrides+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2100,DecrHelp
PPF_Overrides+Demographic+Female Partner Proportion Married,PPF_Overrides_Demographic+Bases+PropMarr,3988,2100,Edit
PPF_Overrides+Demographic+Male Spouse Proportion Married Table,PPF_Overrides_Demographic+Bases+HXX,3987,2100,Decr
PPF_Overrides+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2100,DecrHelp
PPF_Overrides+Demographic+Male Spouse Proportion Married,PPF_Overrides_Demographic+Bases+PropMarr,3988,2100,Edit
PPF_Overrides+Demographic+Female Spouse Proportion Married Table,PPF_Overrides_Demographic+Bases+HXX,3987,2100,Decr
PPF_Overrides+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2100,DecrHelp
PPF_Overrides+Demographic+Female Spouse Proportion Married,PPF_Overrides_Demographic+Bases+PropMarr,3988,2100,Edit
PPF_Overrides+Demographic+Male Age Difference (m-f),PPF_Overrides_Demographic+Bases+AGEDIF,3989,2100,Edit
PPF_Overrides+Demographic+Female Age Difference (f-m),PPF_Overrides_Demographic+Bases+AGEDIF,3989,2100,Edit
PPF_Overrides_Demographic+SaveAs,PPF_Overrides+Button+SaveAs,3969,2100,Button
PPF_Overrides_Demographic+Save,PPF_Overrides+Button+SaveOne,3968,2100,Button
PPF_Overrides_Demographic+Quit,PPF_Overrides+Button+Quit,3967,2100,Button
PPF_Audit,PPF_Audit,0,2101,Dialog
PPF_Audit+Saved Parameter Sets,PPF_Audit+Basis_Audit+SavedParms,3992,2101,ListviewM
PPF_Audit+Audit Actions,PPF_Audit+Basis_Audit+AuditAction,3993,2101,Options
PPF_Audit+Only Changes since Last Audit Check Point,PPF_Audit+Basis_Audit+NextCheck,3994,2101,Check
PPF_Audit+OK,PPF_Audit+Button+OK,3991,2101,Button
PPF_Audit+Cancel,PPF_Audit+Button+Cancel,3990,2101,Button
Rate_Tables,Rate_Tables,0,2102,Dialog
Rate_Tables+DECRFile,Rate_Tables+Rate_Tables+TABLE,3996,2102,Tree
Rate_Tables+Table Code,Rate_Tables+Rate_Tables+TableNo,3997,2102,Edit
Rate_Tables+Table Description,Rate_Tables+Rate_Tables+TableDesc,3998,2102,Edit
Rate_Tables+Age,Rate_Tables+Rate_Tables+RATES,3999,2102,F1SS
Rate_Tables+Rate,Rate_Tables+Rate_Tables+RATES,3999,2102,F1SS
Rate_Tables+Grid Help,ADDING_DELETING_COLUMNS.HTM,3058,2102,F1SSHelp
Rate_Tables+Grid Help,GRID_EDITING_OPTIONS.HTM,3059,2102,F1SSHelp
Rate_Tables+Duration,Rate_Tables+Rate_Tables+RATES,3999,2102,F1SS
Rate_Tables+Rate,Rate_Tables+Rate_Tables+RATES,3999,2102,F1SS
Rate_Tables+Grid Help,ADDING_DELETING_COLUMNS.HTM,3058,2102,F1SSHelp
Rate_Tables+Grid Help,GRID_EDITING_OPTIONS.HTM,3059,2102,F1SSHelp
Rate_Tables+Rate,Rate_Tables+Rate_Tables+RATES,3999,2102,F1SS
Rate_Tables+Grid Help,ADDING_DELETING_COLUMNS.HTM,3058,2102,F1SSHelp
Rate_Tables+Grid Help,GRID_EDITING_OPTIONS.HTM,3059,2102,F1SSHelp
Rate_Tables+Select,Rate_Tables+Rate_Tables+Select,4006,2102,Button
Rate_Tables+Edit,Rate_Tables+Rate_Tables+Edit,4005,2102,Button
Rate_Tables+Add,Rate_Tables+Rate_Tables+Add,4004,2102,Button
Rate_Tables+Delete,Rate_Tables+Rate_Tables+Delete,4003,2102,Button
Rate_Tables+Print,Rate_Tables+Rate_Tables+Print,4002,2102,Button
Rate_Tables+Export,Rate_Tables+Rate_Tables+Export,4001,2102,Button
Rate_Tables+View,Rate_Tables+Rate_Tables+View,4000,2102,Button
Rate_Tables+Quit,Rate_Tables+Button+Quit,3995,2102,Button
Rate_Table_Editor,Rate_Table_Editor,0,2103,Dialog
